ID,Cluster,ClusterSize,locus,description,Coregenes_Mustroph2009,Cluster1genes_Lee2011,prt6-1seedAirUP,ate1ate2SeedlingAirUP,prt6-1SeedlingAirUP,TFfamily,comment2,prt6seedvsWTseed_Log2signal,ate1ate2NSvsWTNS_Log2signal,prt6NSvsWTNS_Log2signal,ate1ate2HSvsWTHS_Log2signal,prt6HSvsWTHS_Log2signal,WTHSvsWTNS_Log2signal,ate1ate2HSvsate1ate2NS_Log2signal,prt6HSvsprt6NS_Log2signal,prt6seedvsWTseed_adj-p,ate1ate2NSvsWTNS_adj-p,prt6NSvsWTNS_adj-p,ate1ate2HSvsWTHS_adj-p,prt6HSvsWTHS_adj-p,WTHSvsWTNS_adj-p,ate1ate2HSvsate1ate2NS_adj-p,prt6HSvsprt6NS_adj-p
266502_at,2,51,AT2G47720,similar to AtATG18a (Arabidopsis thaliana homolog of yeast autophagy 18 (ATG18) a) [Arabidopsis thaliana] (TAIR:AT3G62770.2); contains domain PTHR11227 (PTHR11227); contains domain PTHR11227:SF1 (PTHR11227:SF1),NA,,Up,,,,,2.155641316,0.989229004,0.648032657,0.713335499,0.670019669,1.051652703,0.775759198,1.073639714,3.38E-08,0.005121794,0.077186836,0.063063487,0.0591872,0.002442167,0.037454074,0.002161433
266502_at,2,51,AT2G47730,similar to AtATG18a (Arabidopsis thaliana homolog of yeast autophagy 18 (ATG18) a) [Arabidopsis thaliana] (TAIR:AT3G62770.2); contains domain PTHR11227 (PTHR11227); contains domain PTHR11227:SF1 (PTHR11227:SF1),NA,,Up,,,,,2.155641316,0.989229004,0.648032657,0.713335499,0.670019669,1.051652703,0.775759198,1.073639714,3.38E-08,0.005121794,0.077186836,0.063063487,0.0591872,0.002442167,0.037454074,0.002161433
266965_at,2,51,AT2G39510,nodulin MtN21 family protein,NA,,,Up,Up,,SUB1A_UP,-0.18952853,1.599926857,1.298339413,0.928068559,0.785391136,1.08191403,0.410055732,0.568965752,0.448740502,5.08E-05,0.000518232,0.013907095,0.030549785,0.002545362,0.445364453,0.155695973
267230_at,2,51,AT2G44080,ARL (ARGOS-LIKE),NA,Core low oxygen,,Up,Up,,,0.364638466,1.482411561,1.477212214,0.619631817,0.82541692,1.67619942,0.813419676,1.024404126,0.098916377,6.48E-05,7.03E-05,0.116891267,0.016167988,9.52E-06,0.023395138,0.002663939
245278_at,3,75,AT4G17730,SYP23 (syntaxin 23); SNAP receptor,NA,,Up,,,,,1.017777816,0.044685551,0.044874246,-0.144982122,-0.273260139,0.196451537,0.006783863,-0.121682849,1.19E-05,0.983614909,0.976882773,0.923581118,0.454101081,0.978889732,0.994614357,0.883754738
245871_at,3,75,AT1G26290,unknown protein,NA,,Up,,,,,2.186678527,0.830287212,0.749265425,0.508936304,0.245449626,0.334247605,0.012896698,-0.169568194,1.30E-06,0.118933314,0.16328673,0.578530902,0.83536611,0.982159477,0.994614357,0.923515838
246133_at,3,75,AT5G20960,AAO1 (ALDEHYDE OXIDASE 1),NA,,Up,,,,,1.487623555,0.547661919,0.45371113,0.456078328,0.587804376,0.073717757,-0.017865833,0.207811003,7.31E-07,0.106532911,0.205481893,0.274649101,0.062447768,0.999657156,0.991100674,0.752615884
246275_at,3,75,AT4G36540,BEE2 (BR ENHANCED EXPRESSION 2); DNA binding / transcription factor,NA,,Up,,,bHLH,,1.515220167,-0.016447949,-0.000833322,-0.358868558,-0.365209706,0.478091595,0.135670986,0.113715211,3.07E-07,0.994017202,0.999656422,0.451196419,0.292609463,0.218936912,0.865033929,0.908201325
246506_at,3,75,AT5G16110,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G02555.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96917.1),NA,,Up,,,,,1.069552578,-0.132808209,-0.101165126,-0.096859087,0.097790403,0.206695149,0.242644272,0.405650678,1.12E-06,0.833179478,0.882371234,0.955207909,0.880550774,0.87096521,0.510173658,0.102695232
246854_at,3,75,AT5G26200,mitochondrial substrate carrier family protein,Core cell type,,Up,,,,,4.221320305,0.222479725,-0.001089633,0.005745617,0.125090011,1.40594686,1.189212752,1.532126504,1.39E-12,0.728227688,0.999435773,0.998498088,0.887094554,2.07E-05,0.00027148,1.27E-05
246884_at,3,75,AT5G26220,ChaC-like family protein,NA,,Up,,,,SUB1A_SUB1C_DOWN,1.322851815,-0.308799054,-0.181630483,-0.231456628,-0.485247549,-0.323724869,-0.246382443,-0.627341934,1.19E-05,0.609601256,0.841613913,0.870014063,0.216211394,0.847780214,0.73028926,0.096366171
246978_at,3,75,AT5G24910,"CYP714A1 (cytochrome P450, family 714, subfamily A, polypeptide 1); oxygen binding",NA,,Up,,,,,1.080774379,0.06199413,0.223705862,-0.22640578,-0.217311638,0.186205587,-0.102194323,-0.254811913,0.000510394,0.985658785,0.831656887,0.920559562,0.833741503,0.999657156,0.94627124,0.800347079
247374_at,3,75,AT5G63190,MA3 domain-containing protein,NA,,Up,,,,,1.170256017,0.136727216,0.210865421,0.270611481,0.534600198,0.306252416,0.440136681,0.629987192,1.90E-06,0.866788667,0.65948143,0.611949243,0.046218596,0.613754818,0.166014935,0.018197529
248901_at,3,75,AT5G46410,NLI interacting factor (NIF) family protein,NA,,Up,,,,,1.183217912,0.536981867,0.693481473,0.477001678,0.53632599,0.439704094,0.379723904,0.282548611,3.11E-07,0.022256922,0.002954123,0.058210524,0.020175273,0.093191634,0.168859989,0.336581708
249065_at,3,75,AT5G44260,zinc finger (CCCH-type) family protein,NA,,Up,,,C3H,,1.324817509,-0.073685922,0.208432918,-0.488455499,-0.27594386,0.727231648,0.312462071,0.24285487,3.66E-05,0.97660388,0.833336901,0.438229024,0.699496743,0.113848945,0.666963637,0.792629104
249824_at,3,75,AT5G23380,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G03610.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45300.1); contains InterPro domain Protein of unknown function DUF789 (InterPro:IPR008507),NA,,Up,,,,,1.171123731,0.383128774,0.607052516,0.271877986,0.319541024,0.376692924,0.265442135,0.089181431,1.55E-05,0.370072421,0.071365476,0.738296828,0.461736873,0.592141497,0.648101569,0.948635976
249922_at,3,75,AT5G19140,"auxin/aluminum-responsive protein, putative",NA,,Up,,,,,1.590503384,0.581616155,0.366427332,0.133206675,-0.001184719,0.579173968,0.130764488,0.211561918,5.25E-09,0.009222184,0.130566145,0.895903276,0.999654658,0.009214102,0.795201596,0.5345027
250175_at,3,75,AT5G14390,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G01690.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14651.1); contains InterPro domain Alpha/beta hydrolase fold-1 (InterPro:IPR000073),NA,,Up,,,,,1.026732765,0.1253797,0.06244744,0.176464668,0.02980603,0.108927082,0.160012049,0.076285672,5.16E-06,0.879286545,0.958012455,0.848006754,0.979668658,0.999657156,0.770697487,0.940746425
250937_at,3,75,AT5G03230,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G60680.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21845.1); contains InterPro domain Protein of unknown function DUF584 (InterPro:IPR007608),NA,,Up,,,,,1.109654426,0.603911184,0.564949122,0.480914045,0.42089122,0.680132743,0.557135604,0.536074841,5.94E-05,0.113290638,0.135773989,0.321544636,0.307355476,0.075616736,0.180167178,0.163786211
250972_at,3,75,AT5G02840,LCL1 (LHY/CCA1-LIKE 1); DNA binding / transcription factor,NA,,Up,,,MYB-related,,1.244706011,-0.247472444,-0.182408656,-0.338336103,-0.201170459,0.215739819,0.12487616,0.196978016,2.57E-07,0.485858081,0.679213923,0.308052467,0.580652456,0.85933195,0.832081577,0.633302405
250979_at,3,75,AT5G03090,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G53480.1),NA,,Up,,,,,1.075349675,0.311314013,0.355623552,-0.01048345,0.19058861,0.035246143,-0.28655132,-0.129788798,0.002779819,0.813585154,0.732481964,0.998498088,0.90431663,0.999657156,0.814328083,0.956755067
251248_at,3,75,AT3G62150,"PGP21 (P-GLYCOPROTEIN 21); ATPase, coupled to transmembrane movement of substances",NA,,Up,,,,,1.129783873,0.285108838,0.494276729,0.351355903,0.549003015,-0.196681333,-0.130434268,-0.141955047,1.19E-05,0.558302654,0.135773989,0.490409549,0.075668715,0.999657156,0.879670167,0.873801378
251403_at,3,75,AT3G60300,RWD domain-containing protein,NA,,Up,,,,,1.386485741,0.061683375,0.153333118,0.083214351,0.096868394,0.057663086,0.079194062,0.001198362,4.23E-07,0.969441927,0.819124367,0.976933165,0.910885488,0.999657156,0.935432478,0.99999013
252320_at,3,75,AT3G48580,"xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative",NA,,Up,,,,,1.167881444,0.002566331,-0.033554833,-0.077167085,0.175737018,-0.278307897,-0.358041312,-0.069016046,0.000504022,0.998741329,0.992129873,0.993168037,0.898291446,0.999657156,0.66853257,0.977963953
252905_at,3,75,AT4G39720,VQ motif-containing protein,NA,,Up,,,,,1.486950796,0.768507797,0.723349416,0.28648967,0.197916799,0.774502766,0.29248464,0.24907015,1.77E-06,0.024663424,0.033525135,0.73456071,0.784714921,0.025831085,0.621934932,0.700842939
253550_at,3,75,AT4G30960,CIPK6 (CBL-INTERACTING PROTEIN KINASE 6); kinase,NA,,Up,,,,,1.054024911,0.417178156,0.066729232,0.159731253,0.067775662,-0.273562241,-0.531009144,-0.27251581,1.32E-06,0.097932121,0.945997962,0.85156637,0.933796236,0.587856231,0.030586496,0.373911114
253666_at,3,75,AT4G30270,"MERI5B (MERISTEM-5); hydrolase, acting on glycosyl bonds / xyloglucan:xyloglucosyl transferase",NA,,Up,,,,,1.520353473,0.018297185,0.044172791,-0.25407388,-0.032148522,0.177507387,-0.094863677,0.101186074,0.000822595,0.997458063,0.992610138,0.955724565,0.994359612,0.999657156,0.973604317,0.977148175
253902_at,3,75,AT4G27170,2S seed storage protein 4 / 2S albumin storage protein / NWMU2-2S albumin 4,NA,,Up,,,,,1.665367416,0.066319536,0.221109278,0.061352307,-0.029532259,0.029078292,0.024111064,-0.221563245,2.16E-05,0.985963695,0.869413933,0.995820191,0.9925957,0.999657156,0.991814586,0.873801378
253962_at,3,75,AT4G26460,"similar to GAMT1 [Arabidopsis thaliana] (TAIR:AT4G26420.2); similar to GAMT1, S-adenosylmethionine-dependent methyltransferase/ gibberellin carboxyl-O-methyltransferase [Arabidopsis thaliana] (TAIR:AT4G26420.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN72394.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22134.1); contains domain S-adenosyl-L-methionine-dependent methyltransferases (SSF53335)",NA,,Up,,,,,1.046276685,0.381067457,0.108439005,0.705753272,0.522262668,0.390995073,0.715680888,0.804818736,0.001751196,0.668141489,0.961950961,0.261327287,0.380875515,0.920922672,0.223472806,0.112420735
254496_at,3,75,AT4G20070,ATAAH (ARABIDOPSIS THALIANA ALLANTOATE AMIDOHYDROLASE); allantoate deiminase/ metallopeptidase,NA,,Up,,,,,1.127178652,-0.150304752,-0.092224723,-0.174834693,-0.048677628,-0.041110833,-0.065640775,0.002436262,6.77E-06,0.862165333,0.932247565,0.892828164,0.969239065,0.999657156,0.949177864,0.999709802
254543_at,3,75,AT4G19810,glycosyl hydrolase family 18 protein,NA,,Up,,,,SUB1A_UP,1.078032682,0.871026399,0.104695472,0.017251965,-0.436289745,0.303055521,-0.550718913,-0.237929697,0.000365297,0.035919324,0.95446597,0.996728085,0.397979747,0.959420972,0.300239793,0.8073704
254636_at,3,75,AT4G18700,CIPK12 (SNF1-RELATED PROTEIN KINASE 3.9); kinase,NA,,Up,,,,,1.128479141,0.364404497,0.070597613,0.167036433,0.140529553,0.138747422,-0.058620641,0.208679361,4.20E-06,0.280410493,0.954830527,0.893451763,0.834892548,0.999657156,0.953078173,0.683334834
254702_at,3,75,AT4G17940,binding,NA,,Up,,,,,1.307570604,0.337445292,0.114255695,0.191293929,0.184492075,0.43266341,0.286512047,0.50289979,8.50E-08,0.211154291,0.851959203,0.748724613,0.61627035,0.099630164,0.36815157,0.030721433
254766_at,3,75,no_match,no_match,NA,,,,,,,-0.069222974,-1.513527403,-1.264682731,-1.12527048,-1.024231179,-0.159788809,0.228468114,0.080662742,0.798193651,3.88E-05,0.000306871,0.001457807,0.003065886,0.999657156,0.736697057,0.958556074
255049_at,3,75,AT4G09610,GASA2 (GAST1 PROTEIN HOMOLOG 2),NA,,Up,,,,,2.19206314,0.079385096,-0.146239923,-0.091102881,-0.064428465,-0.070624128,-0.241112104,0.011187331,0.000378206,0.990984834,0.974001423,0.995820191,0.989381101,0.999657156,0.933780803,0.999423546
255221_at,3,75,AT4G05150,octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,NA,,Up,,,,,1.646735529,0.423482178,0.251596894,0.024998412,0.120675449,0.470719643,0.072235877,0.339798199,3.26E-08,0.163180724,0.534961887,0.995820191,0.86697418,0.143607987,0.93995787,0.301509773
255625_at,3,75,AT4G01120,GBF2 (G-BOX BINDING FACTOR 2); DNA binding / transcription factor,NA,,Up,,,bZIP,,1.12863606,0.113979247,0.005240944,-0.041116771,-0.063100755,0.653522076,0.498426057,0.585180376,1.58E-05,0.934399228,0.998209065,0.995820191,0.964590776,0.049723319,0.184017104,0.071464427
255787_at,3,75,AT2G33590,cinnamoyl-CoA reductase family,NA,,Up,,,,,1.399762507,0.262566402,0.473615443,0.476057631,0.476287809,0.211517351,0.425008579,0.214189717,0.000462113,0.881562798,0.588116853,0.711373064,0.547747681,0.999657156,0.668354005,0.902081233
255997_s_at,3,75,AT1G29910,"[AT1G29910, CAB3 (CHLOROPHYLL A/B BINDING PROTEIN 3); chlorophyll binding];[AT1G29920, CAB2 (Chlorophyll a/b-binding protein 2); chlorophyll binding];[AT1G29930, CAB1 (CHLOROPHYLL A/B BINDING PROTEIN 1); chlorophyll binding]",NA,,Up,,,,,1.826047786,-0.113412133,-0.288963272,0.015956301,-0.036941654,-0.047647912,0.081720522,0.204373706,2.47E-07,0.944701056,0.628372206,0.996728085,0.98214759,0.999657156,0.949142229,0.808326486
255997_s_at,3,75,AT1G29920,"[AT1G29910, CAB3 (CHLOROPHYLL A/B BINDING PROTEIN 3); chlorophyll binding];[AT1G29920, CAB2 (Chlorophyll a/b-binding protein 2); chlorophyll binding];[AT1G29930, CAB1 (CHLOROPHYLL A/B BINDING PROTEIN 1); chlorophyll binding]",NA,,Up,,,,,1.826047786,-0.113412133,-0.288963272,0.015956301,-0.036941654,-0.047647912,0.081720522,0.204373706,2.47E-07,0.944701056,0.628372206,0.996728085,0.98214759,0.999657156,0.949142229,0.808326486
255997_s_at,3,75,AT1G29930,"[AT1G29910, CAB3 (CHLOROPHYLL A/B BINDING PROTEIN 3); chlorophyll binding];[AT1G29920, CAB2 (Chlorophyll a/b-binding protein 2); chlorophyll binding];[AT1G29930, CAB1 (CHLOROPHYLL A/B BINDING PROTEIN 1); chlorophyll binding]",NA,,Up,,,,,1.826047786,-0.113412133,-0.288963272,0.015956301,-0.036941654,-0.047647912,0.081720522,0.204373706,2.47E-07,0.944701056,0.628372206,0.996728085,0.98214759,0.999657156,0.949142229,0.808326486
256071_at,3,75,AT1G13640,phosphatidylinositol 3- and 4-kinase family protein,NA,,Up,,,,,1.110559941,-0.104564705,0.095449965,0.111247202,0.333658413,0.060741076,0.276552983,0.298949523,8.48E-06,0.935119045,0.928841488,0.956804164,0.345926578,0.999657156,0.563605031,0.471367145
256073_at,3,75,AT1G18100,E12A11; phosphatidylethanolamine binding,NA,,Up,,,,,1.829354028,0.466939056,0.172618287,0.108656782,-0.073788398,-0.165994098,-0.524276372,-0.412400784,3.16E-05,0.613158979,0.932999383,0.993168037,0.977004589,0.999657156,0.553021534,0.680456417
256469_at,3,75,AT1G32540,LOL1 (LSD ONE LIKE 1),NA,,Up,,,,,2.833082834,0.368646948,0.116567007,0.290341846,0.125778967,0.620123302,0.541818201,0.629335262,1.44E-10,0.329232753,0.905022635,0.637421521,0.878892259,0.051342937,0.106346267,0.036435174
256525_at,3,75,AT1G66180,aspartyl protease family protein,NA,,Up,,,,,1.029569829,0.296449594,0.520538391,0.091167856,0.213787241,0.163529777,-0.041751961,-0.143221373,2.16E-05,0.502047046,0.090579441,0.974255193,0.674170216,0.999657156,0.976471274,0.862683357
256926_at,3,75,AT3G22540,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G14819.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO71190.1); contains InterPro domain Protein of unknown function DUF1677, plant (InterPro:IPR012876)",NA,,Up,,,,,1.129267726,0.814232302,0.504787071,0.610486811,0.327806624,0.728286914,0.524541422,0.551306467,9.47E-07,0.000986563,0.039629655,0.015233191,0.220962365,0.00231493,0.041838489,0.022916507
258244_at,3,75,AT3G27770,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G62960.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14740.1),NA,,Up,,,,,1.883033842,0.360998986,0.168905185,0.211457171,0.30608469,0.413414408,0.263872592,0.550593913,3.48E-09,0.231991724,0.745980246,0.746492258,0.310413355,0.211204249,0.511365909,0.03172141
258246_s_at,3,75,AT5G39060,"[AT5G39060, transposable element gene];[AT3G29120, transposable element gene];[AT1G62766, transposable element gene];[AT1G08105, transposable element gene]",NA,,Up,,,,,2.027817988,0.035221898,0.077531119,0.207848552,-0.221762413,0.13857234,0.311198994,-0.160721191,5.58E-08,0.990609507,0.961950961,0.893921985,0.744137672,0.999657156,0.597215947,0.873801378
258246_s_at,3,75,AT1G62766,"[AT5G39060, transposable element gene];[AT3G29120, transposable element gene];[AT1G62766, transposable element gene];[AT1G08105, transposable element gene]",NA,,Up,,,,,2.027817988,0.035221898,0.077531119,0.207848552,-0.221762413,0.13857234,0.311198994,-0.160721191,5.58E-08,0.990609507,0.961950961,0.893921985,0.744137672,0.999657156,0.597215947,0.873801378
258246_s_at,3,75,AT3G29120,"[AT5G39060, transposable element gene];[AT3G29120, transposable element gene];[AT1G62766, transposable element gene];[AT1G08105, transposable element gene]",NA,,Up,,,,,2.027817988,0.035221898,0.077531119,0.207848552,-0.221762413,0.13857234,0.311198994,-0.160721191,5.58E-08,0.990609507,0.961950961,0.893921985,0.744137672,0.999657156,0.597215947,0.873801378
258246_s_at,3,75,AT1G08105,"[AT5G39060, transposable element gene];[AT3G29120, transposable element gene];[AT1G62766, transposable element gene];[AT1G08105, transposable element gene]",NA,,Up,,,,,2.027817988,0.035221898,0.077531119,0.207848552,-0.221762413,0.13857234,0.311198994,-0.160721191,5.58E-08,0.990609507,0.961950961,0.893921985,0.744137672,0.999657156,0.597215947,0.873801378
258434_at,3,75,AT3G16770,ATEBP/ERF72/RAP2.3 (RELATED TO AP2 3); DNA binding / protein binding / transcription activator/ transcription factor,NA,,Up,,,AP2-EREBP,,1.135613989,-0.076102171,0.381587849,-0.414718181,0.05058647,0.02268781,-0.315928201,-0.308313569,3.87E-05,0.969441927,0.399306753,0.450749718,0.975133158,0.999657156,0.586419927,0.572343222
259164_at,3,75,AT3G01770,ATBET10 (ARABIDOPSIS THALIANA BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10); DNA binding,NA,,Up,,,,,1.068782117,-0.260806528,-0.208339409,-0.142051323,-0.108397979,0.109823835,0.228579041,0.209765265,2.91E-06,0.485619641,0.630287443,0.911575033,0.877527133,0.999657156,0.595811549,0.627646333
259223_at,3,75,AT3G03660,DNA binding / transcription factor,NA,,Up,,,HB,,1.112906628,0.482301317,0.356567994,0.300187639,0.149931149,0.306149178,0.1240355,0.099512333,1.64E-05,0.17340019,0.374351107,0.641035617,0.849363222,0.772683011,0.891278712,0.931701224
259244_at,3,75,AT3G07650,COL9 (CONSTANS-LIKE 9); transcription factor/ zinc ion binding,NA,,Up,,,C2C2-CO-like,,1.215087244,-0.179428762,-0.146727576,-0.119242897,-0.082756096,0.312219147,0.372405011,0.376190627,3.08E-06,0.800024191,0.843955491,0.955207909,0.935184843,0.680578901,0.33980536,0.281716861
259705_at,3,75,AT1G77450,ANAC032 (Arabidopsis NAC domain containing protein 32); transcription factor,NA,,Up,,,C,,1.21957252,-0.285487465,-0.709271862,-0.748508779,-0.81690009,0.149385867,-0.313635447,0.041757639,5.16E-06,0.558302654,0.019318483,0.018342003,0.007717923,0.999657156,0.515698119,0.978183911
260408_at,3,75,AT1G69880,ATH8 (thioredoxin H-type 8); thiol-disulfide exchange intermediate,NA,,Up,,,,SUB1A_UP,1.452263683,1.060969249,0.515257307,1.272861832,0.830163998,-0.175026798,0.036865785,0.139879893,0.000259084,0.051310965,0.510611233,0.020508677,0.134521354,0.999657156,0.989644996,0.951330041
260459_at,3,75,AT1G68240,transcription factor,NA,,Up,,,bHLH,,1.10129896,-0.047270422,-0.18045025,0.01659165,-0.046676415,0.221828461,0.285690533,0.355602297,4.85E-05,0.985963695,0.828951772,0.996728085,0.977004589,0.995022075,0.633281621,0.460864034
261209_at,3,75,AT1G12810,proline-rich family protein,NA,,Up,,,,,1.272773943,0.496170201,0.263816727,0.309169199,0.224506474,0.168020826,-0.018980177,0.128710574,2.10E-08,0.013338133,0.274589519,0.221410439,0.362032324,0.905927531,0.986609858,0.770947593
261466_at,3,75,AT1G07690,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G54950.1),NA,,Up,,,,,1.405243361,0.54925848,0.193048911,0.396223482,0.247291147,-0.198205252,-0.351240251,-0.143963016,4.40E-05,0.301823458,0.874079494,0.670105231,0.792428109,0.999657156,0.648564487,0.929842045
261615_at,3,75,AT1G33050,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G10470.1),NA,,Up,,,,,1.472650788,-0.002214253,0.173776032,-0.282404761,0.148659838,0.741330627,0.46114012,0.716214433,7.47E-07,0.998694447,0.814570944,0.680743264,0.850638291,0.018574424,0.229077127,0.020331648
261663_at,3,75,AT1G18330,EPR1 (EARLY-PHYTOCHROME-RESPONSIVE1); DNA binding / transcription factor,NA,,Up,,,MYB-related,,1.384867164,-0.149698859,0.422228091,0.513744944,0.433780014,-0.15760544,0.505838363,-0.146053517,8.59E-07,0.867213777,0.213381621,0.137269282,0.16895848,0.999657156,0.136870706,0.85888663
261927_at,3,75,AT1G22500,zinc finger (C3HC4-type RING finger) family protein,NA,,Up,,,,,1.343156626,0.302550398,0.37686017,-0.110407505,0.120170639,0.13941654,-0.273541363,-0.117272992,0.000486507,0.827516729,0.706214285,0.993168037,0.95503155,0.999657156,0.829427394,0.960496694
261979_at,3,75,AT1G37130,NIA2 (NITRATE REDUCTASE 2),NA,,Up,,,,,1.337887562,-0.205220272,-0.167729311,-0.148256574,-0.120011146,0.075246179,0.132209877,0.122964344,0.000395816,0.916894773,0.928541701,0.980372166,0.953214419,0.999657156,0.941877492,0.957949825
262185_at,3,75,AT1G77950,AGL67; transcription factor,NA,,Up,,,MADS,,1.752009327,-0.076628132,0.012960934,-0.002695165,0.021808288,-0.079259197,-0.005326229,-0.070411842,0.000200992,0.987618895,0.997729626,0.999216577,0.996497014,0.999657156,0.997654494,0.983125811
262630_at,3,75,AT1G06520,ATGPAT1/GPAT1 (GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 1); 1-acylglycerol-3-phosphate O-acyltransferase/ acyltransferase,NA,,Up,,,,,1.135864499,0.110270147,-0.082507916,-0.148156666,0.019392818,0.011476305,-0.246950508,0.113377039,3.22E-06,0.9161028,0.938795226,0.916583847,0.991043375,0.999657156,0.590101639,0.897030844
262635_at,3,75,AT1G06570,PDS1 (PHYTOENE DESATURATION 1),NA,,Up,,,,,1.188394,-0.144709943,-0.03363547,-0.319707113,-0.16016802,0.338252505,0.163255335,0.211719955,7.75E-06,0.885923724,0.986724003,0.588793449,0.829305846,0.657894846,0.825522975,0.733572841
262719_at,3,75,AT1G43590,transposable element gene,NA,,Up,,Up,,,2.666283889,-0.26553425,2.446245217,-0.480488711,2.326524076,0.395178613,0.180224152,0.275457472,2.92E-08,0.800024191,2.12E-06,0.518884415,7.93E-06,0.834268286,0.884267397,0.772216275
262727_at,3,75,AT1G75800,pathogenesis-related thaumatin family protein,NA,,Up,,,,,1.008773698,-0.001737903,0.090717351,-0.122986982,-0.165712691,0.311289988,0.190040909,0.054859947,1.07E-05,0.998694447,0.926090506,0.943079087,0.762164826,0.597973387,0.71939634,0.966332658
263076_at,3,75,AT2G17520,IRE1A (Yeast endoribonuclease/protein kinase IRE1-like gene); kinase,NA,,Up,,,,,1.164139907,0.112283756,0.069878427,-0.070556012,-0.014879259,0.201123825,0.018284057,0.116366139,1.80E-07,0.86509705,0.932162866,0.970773507,0.992158708,0.832424581,0.987370812,0.840521104
264211_at,3,75,AT1G22770,GI (GIGANTEA); binding,NA,,Up,,,,,1.152263721,-0.040424594,-0.175479671,0.026958349,-0.071635181,-0.293433531,-0.226050588,-0.18958904,0.000275947,0.990984834,0.892776107,0.996728085,0.969122943,0.981112922,0.822903511,0.880919181
264636_at,3,75,AT1G65490,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G65486.1),NA,,Up,,,,,1.533491628,0.087724133,-0.156033264,-0.367602809,-0.343746447,0.64858915,0.193262207,0.460875967,2.11E-06,0.965647276,0.878186587,0.588793449,0.474127973,0.113370203,0.818743444,0.280267746
264879_at,3,75,AT1G61260,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G11220.1); similar to unknown [Populus trichocarpa] (GB:ABK92540.1); contains InterPro domain Protein of unknown function DUF761, plant (InterPro:IPR008480)",NA,,Up,,,,,1.754303046,0.754652502,0.434533885,0.703609805,0.500810646,0.35628079,0.305238093,0.422557551,3.63E-07,0.033579965,0.31106975,0.063697703,0.180541243,0.74035741,0.615498157,0.339325144
265457_at,3,75,AT2G46550,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G01240.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G01240.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G01240.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO14395.1),NA,,Up,,,,,1.651081649,0.577721545,0.645318226,0.222189667,0.311876007,0.896661068,0.54112919,0.563218849,1.83E-08,0.025308624,0.011053058,0.717676764,0.298923529,0.000447787,0.048350282,0.027751143
265536_at,3,75,AT2G15880,leucine-rich repeat family protein / extensin family protein,NA,,Up,,,Trihelix,,2.201473338,0.745742895,0.689586925,0.136662105,0.425465588,0.659654327,0.050573537,0.39553299,3.48E-09,0.012190952,0.019795166,0.943079087,0.182979539,0.032666425,0.969739028,0.26674729
265621_at,3,75,AT2G27300,ANAC040/NTL8 (ARABIDOPSIS NAC DOMAIN CONTAINING PROTEIN 40); transcription factor,NA,,Up,,,C,,1.049597061,0.1894971,0.079267442,0.309987499,-0.038610135,-0.044183046,0.076307353,-0.162060622,7.39E-05,0.836053759,0.960071199,0.67412404,0.979850774,0.999657156,0.949177864,0.865357331
266259_at,3,75,AT2G27830,similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT4G22760.1); similar to hypothetical protein [Catharanthus roseus] (GB:CAC09928.1),NA,,Up,,,,,1.052421772,-0.006313714,-0.114858092,-0.338673878,-0.232152016,0.27679705,-0.055563114,0.159503126,2.82E-05,0.998694447,0.911254341,0.532940214,0.652478963,0.857461546,0.966380491,0.847338162
266393_at,3,75,AT2G41260,M17,NA,,Up,,,,SUB1A_UP,1.580071055,-0.142143537,-0.12025656,-0.403603653,-0.338970825,0.206490687,-0.054969429,-0.012223578,0.005900492,0.981877542,0.981143451,0.939922111,0.890170846,0.999657156,0.990028906,0.999164077
